INDO D1,Madura United vs Bali United,BTTS,1.65,09:30,N/A,2024-12-20,,N/A,ylptrlbh314997520,safertip_btts
UAE D2,Hatta Club vs Al Dhafra SC,BTTS,1.60,13:45,N/A,2024-12-20,,N/A,elfvprrj109813423,safertip_btts
IND. D2,Inter Kashi FC vs Deccan FC,BTTS,1.57,14:30,N/A,2024-12-20,,N/A,uyizccrv617989,safertip_btts
IND. D1,FC Goa vs Mohun Bagan,BTTS,1.54,15:00,N/A,2024-12-20,,N/A,rmelfbnu120549591,safertip_btts
GER D2,Fortuna Duesseldorf vs FC Magdeburg,BTTS,1.58,18:30,N/A,2024-12-20,,N/A,jiqxcpqc78400586,safertip_btts
NED Eredivisie,RKC Waalwijk vs PEC Zwolle,BTTS,1.57,20:00,N/A,2024-12-20,,N/A,zeloiskc75546788,safertip_btts
